app_id,appInfo.appName,appInfo.publisher,appInfo.price
1218171533,Marklist 妙记 - 稍后阅读、笔记、待办、搜索和收藏,思朴 宋,1.0
6444561231,小黄历-传统文化手撕黄历日历万年历正宗黄道吉日,Shanghai Jiyou Network Technology Company Limited,3.0
344784375,播放器OPlayer,"Suzhou Totoro Network Technology Co., Ltd.",22.0
1555857229,2048 for watch,活鹏 麦,8.0
6444824570,ClashX - 服务监控面板,湖广 毛,38.0
793232740,Cadrage Director\'s Viewfinder,Cadrage GmbH,148.0
1067198688,彩云天气Pro,"Beijing ColorfulClouds Technology Co., Ltd.",98.0
1633865171,獬豸 · 民法典,明磊 张,3.0
6480490890,AI乐坊 - 音乐生成,清远炭炭科技有限公司,1.0
1304231334,GPS海拔仪-专业版实时高度测量仪,祥琦 孔,15.0
1035219562,Analog Paris,ordinaryfactory Inc.,8.0
6483687891,炭炭练口语,清远炭炭科技有限公司,1.0
6445950258,浏览器 - 手表上的浏览器,磊 汪,8.0
891596226,华尔街见闻Pro-财经资讯头条新闻,上海阿牛信息科技有限公司,8.0
1600925588,GR Linker - Image Sync,恒茂 刘,38.0
1633253544,消除星星 - 益智的星星消消乐经典手表游戏,长金 胡,8.0
1501798473,解压大师pro,岚 赵,28.0
1420356569,APlayer - Alook播放器,"Baoding Lehuo Network Technology Co., Ltd.",8.0
6458733069,养生钟 - 中医时辰手表软件,FishFun,1.0
6445981406,声流,北京奇角科技有限公司,1.0
1163515895,鲨鱼记账Pro-3秒钟快速记账,"Beijing Shark Pioneer Network Technology Co.,Ltd",30.0
1595901138,NES 模拟器,绍伟 荣,8.0
545623778,Camera360概念版 - HelloCamera,灏 徐,8.0
6448477521,BiuBiuBiu - 空气枪,承远 李,6.0
1668731941,喵网咖-和小喵一起去上网,燕珊 杨,1.0
1513506417,轻历 - 清新日历,雷 董,3.0
955298695,伤寒论查阅,海 黄,8.0
1116905928,nPlayer,Newin Inc.,38.0
998437586,德语背单词,QianYan Network,1.0
1191690597,宫神星,Juno Software,198.0
1449720967,达芬奇相机 - 实时层级调色，拍出电影感,智戈 古,15.0
1524421742,小猴掌上伤寒论,"Xiaohou Yisheng TCM Technology (Shenzhen) Co., Ltd.",9.9
6444282377,中药大全 - 中草药药剂偏方百科,学鹏 张,3.0
1533938029,DNS Security Pro,CHUNG-HO LEE,15.0
525176875,太阳测量师(Sun Surveyor),Adam Ratana,68.0
1641084877,List习惯,文华 肖,1.0
1515215584,RakugakiAR,Whatever Inc.,8.0
1009747025,zFuse - 影音播放器,"s-joys Co., Ltd.",18.0
6446444689,章法 · 很刑,明磊 张,3.0
1612615618,腕上txt小说阅读器,华盛 卢,6.0
393670998,欧路词典 Eudic 增强版,QianYan Network,98.0
1464555198,不折叠输入法,俊杰 黄,8.0
6446481058,车牌模拟器-生成器&汽车摩托车车牌照选号违章查询,卓 陈,1.0
1637940076,EarthBeat - Schumann Resonance,TheMM,15.0
1237692856,Gudak Cam,Screw Bar Inc.,8.0
1606683779,短信别烦我-垃圾短信拦截,浴萍 何,1.0
963034692,Streaks,Crunchy Bagel,38.0
1187474993,Helios Pro,Chemical Wedding,128.0
432850619,FL Studio Mobile,Image Line Software,88.0
657016140,"Good Maps - 谷歌地图,离线,街景,公交,地铁,导航",光宇 张,15.0
908905093,Lumy - 太阳与摄影指南,Raja V,48.0
1015225810,ZAKER专业版,"Guangzhou Jianhe Network Technology Co.,Ltd",8.0
1086617993,时间块 - 快速记录时间规划日程安排,妮 安,15.0
1604145507,九九美剧-人人美剧tv社区,锐坚 夏,22.0
1579211407,河马英文阅读器 (Hippo Reader),超群 万,6.0
1485694517,红豆佳缘-正规找对象恋爱快速脱单,盈萱科技(北京)有限公司,1.0
1597925485,三色绘恋 -Complete Edition-,"Wuhan Shanbaihe Cultural Communication Co., Ltd.",15.0
1084313268,妖股助手-优选短线强势股,建文 田,1.0
1313164055,EE35 Film Camera,"EIGHTIVE DESIGN, Inc.",15.0
900833042,Fliqlo,Yuji Adachi,8.0
1207354572,色卡 - 设计专业的配色工具,"INII Co., Ltd.",12.0
1455055663,皮皮虾专业版,"Fujian PiPi Dance Technology Co., Ltd.",18.0
1547733249,EZ短信-垃圾骚扰短信过滤拦截,铃响 黄,3.0
1046869118,微调查Pro - 有酬兼职调研任务社区,丛 高,1.0
1615288664,法环地图艾尔登冒险指南,晟 潘,15.0
1470213441,快捷猫-自动键盘自动发信息,小燕 陈,3.0
1623580619,7Days,Tianjin Baidu Zi Tong Technology Ltd.,8.0
1489470545,iFacialMocap,DevelopW LLC,58.0
504176984,论八字(实用),健 杨,88.0
1551273147,Otter - 水獭的食谱日记,EUIHYUNG JUNG,15.0
6464466550,加密货币-OKEX&BINANCE全平台管家,木火网络,6.0
6502833636,东东印尼语 BahasaDong,振东 谢,9.9
1622341132,iSleeper - 梦话鼾声记录与睡眠监测,镇坚 陈,18.0
6471649269,腕上手表浏览器,华彪 周,3.0
1505277541,ZOE-视频解析播放&m3u8解密合并&Wifi共享视频下载,汝泉 张,22.0
6446077052,我不是灯神,恒一 杨,8.0
1291687067,证件复印,同庆 牛,1.0
702718077,中国法律法规及司法解释精选汇编,宏香 金,58.0
1464850921,每日英语阅读,QianYan Network,1.0
1465851015,FreeTime断网豆豆-帮你不玩手机 不做手机控,好迪 段,1.0
6472430189,小鑫网络运动,"Heze Ding Yixin network technology Co., LTD",3.0
1603851805,五子棋 - 支持双人和单机对战的经典益智手表游戏,长金 胡,8.0
6447545075,极简线稿 - 图片转线稿,国庆 裘,1.0
995564289,无线卫士,孝伟 李,3.0
1550972092,云顶工具箱,"Hangzhou Xiaoman Jiuman Technology Co., Ltd.",6.0
1519508653,Nomad Sculpt - 3D雕刻建模,Hexanomad,148.0
576718804,aTimeLogger - 时间记录工具,BGCI,38.0
1033342465,Just Press Record,Open Planet Software,38.0
520231936,eDrawings,Dassault Systemes SolidWorks Corporation,15.0
479665601,iZip专业版 - Zip Rar 压缩、解压缩工具,ComcSoft Corporation,68.0
1468833021,再婚网-专业再婚相亲，梅花婚恋再婚版,"Hangzhou Zhixin Lover Network Technology Co., Ltd.",1.0
1492424176,专注面条 - 学霸学习计时器,"ideaTiny Co., Ltd.",25.0
6472033369,顶流,勇 刘,3.0
1613051432,阅界-原版英文小说在线阅读,雁文 孙,12.0
1494197457,白平衡AI - KEV,Satnam Singh,22.0
539397400,nPlayer Plus,Newin Inc.,58.0
6504466683,KET词汇通,"Guangzhou Keniu Information Technology Co., Ltd.",1.0
1440279996,Cross Stitch Saga,Irina Kopylova,68.0
1644199292,Stardew Save Editor,Chad Smith,15.0
1556671822,合成大西瓜 for watch,活鹏 麦,6.0
635644097,调音器 by Piascore,"Piascore, Inc.",38.0
969839385,KnockOut高清版: 专业智能抠图软件,"Shenzhen Qianhai Happy Tour Network Technology Co., Ltd.",15.0
440666387,化学家 - CHEMIST,THIX LLC,58.0
400666114,Guitar Pro,Arobas Music,48.0
650008859,iLocation+: 这里！,Jeonghwan Kim,8.0
1504218030,电波表校时 - 专业电波表授时对时工具,瑜骏 朱,8.0
493845493,iComics,XD Digital Pty Ltd,8.0
6471922894,Spatialify,天 吴,18.0
1438820350,末日方舟(无广告版),Digipotato Game,30.0
1468218854,T9拨号lite,帅 刘,6.0
